province_id;R;G;B;province_type;x;y
prv-001122;202;255;86;land;2268.62;123.28
prv-001123;66;97;116;land;2291.42;125.23
prv-001124;225;46;17;land;3031.27;132.45
prv-001125;152;249;179;land;3042.63;133.17
prv-001126;61;56;190;land;3064.64;119.87
prv-001127;33;211;47;land;3122.29;125.87
prv-001128;149;231;105;land;3150.45;131.34
prv-001129;216;124;120;land;3168.35;126.33
prv-001130;147;58;166;land;3213.26;130.45
prv-001131;95;165;61;land;3236.45;134.25
prv-001132;211;19;248;land;3267.73;122.96
prv-001133;246;108;30;land;3290.44;128.95
prv-001134;179;133;231;land;3348.71;131.97
prv-001135;221;183;72;land;3375.08;125.08
prv-001136;122;249;153;land;3388.66;126.91
prv-001137;216;39;246;land;3424.57;131.35
prv-001138;108;141;224;land;3447.86;128.01
prv-001139;79;169;198;land;3504.4;125.24
prv-001140;213;33;59;land;3521.71;133.34
prv-001141;184;45;202;land;3574.54;126.87
prv-001142;57;12;16;land;3592.98;124.67
prv-001143;77;213;173;land;3642.37;129.28
prv-001144;117;191;69;land;3661.99;127.61
prv-001145;34;112;26;land;3704.6;125.75
prv-001146;39;106;29;land;3741.51;126.79
prv-001147;72;157;233;land;3754.28;128.61
prv-001148;5;244;129;land;3800.27;133.27
prv-001149;247;151;172;land;3831.96;121.21
prv-001150;233;120;247;land;3854.67;122.98
prv-001151;176;192;53;land;3898.69;136.35
prv-001152;213;58;66;land;3925.58;122.72
prv-001153;3;45;117;land;3969.21;122.86
prv-001154;37;117;166;land;4000.53;134.42
prv-001155;94;103;216;land;4032.09;123.87
prv-001156;64;212;126;land;4070.72;128.43
prv-001157;80;184;246;land;4091.07;126.59
prv-001158;173;17;238;land;4120.83;125.78
prv-001159;102;222;94;land;4151.92;128.52
prv-001160;92;40;140;land;4181.25;129.17
prv-001161;94;185;43;land;4228.12;129.25
prv-001162;249;104;249;land;4258.74;129.06
prv-001163;160;66;5;land;4281.98;124.23
prv-001164;65;181;132;land;4312.98;131.78
prv-001165;179;180;112;land;4338.84;126.23
prv-001166;12;241;52;land;4376.68;127.61
prv-001167;113;177;150;land;4409.72;123.63
prv-001168;95;111;202;land;4432.95;121.65
prv-001169;232;44;17;land;4461.35;124.62
prv-001170;153;49;17;land;4504.98;130.04
prv-001171;236;164;143;land;4545.82;125.06
prv-001172;251;227;46;land;4566.96;121.53
prv-001173;53;159;81;land;4613.82;123.32
prv-001174;174;132;47;land;4642.31;125.99
prv-001175;139;183;120;land;4668.8;128.88
prv-001176;115;205;65;land;4703.54;123.71
prv-001177;155;47;21;land;4726.6;125.84
prv-001178;102;19;127;land;4758.68;127.73
prv-001179;110;75;15;land;4790.7;129.69
prv-001180;99;148;69;land;4824.28;125.25
prv-001181;204;89;53;land;4881.79;123.24
prv-001182;122;194;180;land;4894.83;125.59
prv-001183;40;44;141;land;4937.51;131.7
prv-001184;18;165;103;land;4956.14;125.71
prv-001185;189;184;201;land;4987.34;117.88
prv-001186;192;220;223;land;5044.83;121.66
prv-001187;28;216;118;land;5073.8;133.61
prv-001188;84;39;205;land;5105.01;130.01
prv-001189;126;214;40;land;5109.58;119.63
prv-001190;157;123;126;land;5148.3;128.82
prv-001191;25;32;248;land;5198.65;131.03
prv-001192;19;218;139;land;5214.86;130.98
prv-001193;252;40;75;land;5258.65;127.73
prv-001194;241;127;61;land;5292.41;125.89
prv-001195;201;243;25;land;5326.47;128.47
prv-001196;155;22;189;land;5360.02;131.16
prv-001197;3;150;89;land;5388.45;125.48
prv-001198;144;95;17;land;5419.98;122.02
prv-001199;150;249;80;land;5438.91;131.71
prv-001200;182;147;119;land;5483.25;131.23
prv-001201;232;113;3;land;5512.91;127.21
prv-001202;175;11;160;land;5560.09;129.91
prv-001203;250;15;58;land;5584.22;128.25
prv-001204;175;175;197;land;5607.58;129.43
prv-001205;22;205;80;land;8.59;130.16
prv-001206;59;44;10;land;56.29;137.98
prv-001207;156;45;88;land;78.49;134.53
prv-001208;177;122;121;land;102.08;140.19
prv-001209;98;79;12;land;139.78;138.59
prv-001210;37;83;71;land;156.44;144.21
prv-001211;221;118;124;land;219.01;144.74
prv-001212;19;73;141;land;256.42;145.04
prv-001213;14;145;181;land;266.59;145.9
prv-001214;95;246;232;land;305.19;144.43
prv-001215;47;9;32;land;329.96;139.33
prv-001216;64;21;132;land;377.75;139.08
prv-001217;114;129;52;land;402.18;135.25
prv-001218;97;131;42;land;446.9;139.45
prv-001219;240;161;229;land;457.95;138.88
prv-001220;117;160;251;land;510.87;140.66
prv-001221;77;206;35;land;542.62;139.83
prv-001222;75;10;138;land;578.99;131.31
prv-001223;9;34;218;land;594.46;140.26
prv-001224;72;85;12;land;630.19;140.32
prv-001225;116;146;115;land;662.72;137.38
prv-001226;10;104;18;land;699.92;137.69
prv-001227;243;114;174;land;732.75;141.68
prv-001228;222;116;136;land;757.09;141.38
prv-001229;88;73;126;land;795.36;136.59
prv-001230;108;24;141;land;816.11;139.76
prv-001231;107;255;31;land;882.7;144.27
prv-001232;66;249;237;land;910.7;145.32
prv-001233;57;148;93;land;928.62;136.35
prv-001234;250;250;252;land;946.64;149.51
prv-001235;96;45;40;land;999.34;139.54
prv-001236;177;159;58;land;1019.46;138.99
prv-001237;246;128;238;land;1071.57;142.56
prv-001238;152;239;29;land;1097.84;140.1
prv-001239;210;145;129;land;1118.73;143.43
prv-001240;76;14;57;land;1147.51;140.63
prv-001241;194;187;128;land;1198.89;141.92
prv-001242;121;52;150;land;1218.18;137.34
prv-001243;60;34;161;land;1265.94;147.96
prv-001244;82;219;74;land;1284.56;136.32
prv-001245;239;209;124;land;1320.55;135.31
prv-001246;217;159;56;land;1338.43;144.7
prv-001247;219;65;146;land;1380.15;136.57
prv-001248;171;38;221;land;1423.4;135.75
prv-001249;82;0;183;land;1446.79;138.15
prv-001250;149;172;246;land;1470.2;133.54
prv-001251;183;75;251;land;1505.0;137.0
prv-001252;171;10;240;land;1523.9;133.87
prv-001253;66;185;78;land;1665.86;142.12
prv-001254;137;70;210;land;1682.49;141.64
prv-001255;139;11;166;land;1703.27;140.22
prv-001256;121;81;116;land;1733.78;138.1
prv-001257;27;7;113;land;1765.07;143.93
prv-001258;1;183;81;land;1814.1;134.66
prv-001259;170;1;153;land;1848.0;137.04
prv-001260;158;115;7;land;1855.72;137.67
prv-001261;207;78;255;land;1980.33;141.67
prv-001262;203;245;121;land;2003.09;138.07
prv-001263;148;89;206;land;2036.07;136.62
prv-001264;247;240;239;land;2075.34;144.13
prv-001265;92;120;14;land;2086.41;140.49
prv-001266;192;182;160;land;2120.66;144.09
prv-001267;155;14;100;land;2161.85;141.92
prv-001268;210;237;75;land;2206.51;134.68
prv-001269;68;102;117;land;2238.74;131.25
prv-001270;48;244;17;land;2266.12;138.55
prv-001271;93;232;189;land;2279.32;133.48
prv-001272;195;130;82;land;2464.94;141.9
prv-001273;227;177;37;land;2474.72;148.94
prv-001274;56;114;28;land;2523.97;143.17
prv-001275;94;21;226;land;2536.74;147.45
prv-001276;130;25;106;land;2569.53;145.2
prv-001277;190;62;98;land;3027.0;144.12
prv-001278;175;145;131;land;3052.6;139.8
prv-001279;28;185;162;land;3067.82;135.28
prv-001280;177;244;210;land;3095.86;136.22
prv-001281;18;213;181;land;3130.44;138.53
prv-001282;99;189;101;land;3174.83;136.11
prv-001283;220;144;81;land;3197.93;133.04
prv-001284;34;55;59;land;3250.86;141.04
prv-001285;18;65;234;land;3288.65;142.45
prv-001286;126;34;186;land;3306.76;139.3
prv-001287;48;156;192;land;3325.3;136.12
prv-001288;6;90;147;land;3365.3;133.24
prv-001289;112;37;10;land;3402.72;131.1
prv-001290;148;161;46;land;3428.98;138.7
prv-001291;73;72;61;land;3472.04;143.65
prv-001292;163;185;11;land;3511.23;137.63
prv-001293;99;253;43;land;3541.33;139.39
prv-001294;43;0;169;land;3559.57;137.18
prv-001295;28;66;181;land;3599.51;143.82
prv-001296;168;60;143;land;3631.28;137.44
prv-001297;82;125;19;land;3672.12;140.59
prv-001298;180;93;79;land;3697.54;138.61
prv-001299;18;89;104;land;3728.85;138.21
prv-001300;130;235;146;land;3767.56;136.99
prv-001301;23;7;61;land;3780.52;140.42
prv-001302;126;130;239;land;3833.64;142.42
prv-001303;145;169;194;land;3865.56;136.99
prv-001304;250;57;191;land;3884.69;133.05
prv-001305;153;254;252;land;3918.84;143.89
prv-001306;254;22;230;land;3962.12;138.65
prv-001307;44;187;131;land;3981.18;136.65
prv-001308;155;224;210;land;4029.65;142.28
prv-001309;172;36;82;land;4055.4;136.26
prv-001310;126;44;17;land;4088.87;141.69
prv-001311;255;185;63;land;4126.18;144.28
prv-001312;5;48;40;land;4164.12;137.53
prv-001313;172;85;60;land;4197.81;143.26
prv-001314;11;69;7;land;4217.4;145.72
prv-001315;94;191;1;land;4240.7;142.17
prv-001316;204;132;133;land;4285.45;139.67
prv-001317;145;139;154;land;4329.66;144.1
prv-001318;46;236;117;land;4350.21;135.35
prv-001319;116;26;22;land;4368.4;140.53
prv-001320;111;68;231;land;4423.46;140.17
prv-001321;113;227;188;land;4446.25;135.97
prv-001322;76;126;198;land;4477.57;134.11
prv-001323;0;176;102;land;4522.1;144.77
prv-001324;11;57;150;land;4540.07;140.53
prv-001325;199;254;143;land;4566.35;138.49
prv-001326;36;151;111;land;4608.68;137.97
prv-001327;126;14;76;land;4633.85;138.77
prv-001328;209;103;215;land;4658.52;139.59
prv-001329;104;0;152;land;4693.82;135.44
prv-001330;23;141;75;land;4725.6;140.24
prv-001331;80;177;25;land;4762.92;140.89
prv-001332;43;242;49;land;4808.22;136.55
prv-001333;87;104;239;land;4840.93;140.1
prv-001334;28;249;106;land;4870.27;137.01
prv-001335;131;109;40;land;4911.98;132.36
prv-001336;83;74;83;land;4915.51;146.6
prv-001337;139;224;186;land;4973.67;143.64
prv-001338;95;167;101;land;4993.68;135.92
prv-001339;202;212;252;land;5034.01;137.06
prv-001340;9;117;123;land;5058.11;138.86
prv-001341;89;24;107;land;5102.14;137.82
prv-001342;102;253;39;land;5124.85;142.3
prv-001343;205;31;223;land;5157.61;144.24
prv-001344;5;66;228;land;5177.29;136.66
prv-001345;165;213;139;land;5232.46;140.41
prv-001346;86;230;222;land;5252.66;136.87
prv-001347;61;21;101;land;5276.31;141.09
prv-001348;200;218;49;land;5321.87;141.62
prv-001349;162;66;204;land;5349.97;143.27
prv-001350;73;129;185;land;5379.22;143.4
prv-001351;83;101;119;land;5414.89;137.59
prv-001352;222;163;67;land;5454.82;134.45
prv-001353;209;118;26;land;5475.62;137.33
prv-001354;253;123;37;land;5504.24;145.73
prv-001355;107;115;82;land;5551.96;145.98
prv-001356;141;34;76;land;5586.39;140.14
prv-001357;99;64;53;land;5625.04;130.05
prv-001358;65;178;254;land;2.14;147.45
prv-001359;167;62;123;land;46.29;146.8
prv-001360;87;10;27;land;75.96;148.62
prv-001361;228;116;95;land;101.6;151.7
prv-001362;71;168;23;land;138.95;151.13
prv-001363;203;120;44;land;182.29;147.57
prv-001364;9;210;230;land;224.85;151.25
prv-001365;16;45;70;land;243.73;146.68
prv-001366;54;214;205;land;286.96;151.35
prv-001367;240;62;167;land;317.27;155.11
prv-001368;187;130;162;land;337.57;155.12
prv-001369;139;8;116;land;358.56;148.58
prv-001370;200;44;142;land;403.42;155.4
prv-001371;227;67;11;land;449.81;159.16
prv-001372;248;37;80;land;468.73;148.84
prv-001373;62;35;93;land;515.11;152.46
prv-001374;49;238;188;land;553.13;157.15
prv-001375;17;34;127;land;571.19;148.74
prv-001376;63;91;204;land;593.87;154.66
prv-001377;172;118;38;land;624.87;151.2
prv-001378;96;81;168;land;670.42;148.07
prv-001379;112;141;97;land;687.83;152.81
prv-001380;125;232;244;land;732.38;152.83
prv-001381;70;202;31;land;776.81;144.48
prv-001382;254;249;50;land;779.87;158.39
prv-001383;57;183;109;land;834.91;148.58
prv-001384;243;86;70;land;856.37;145.74
prv-001385;94;122;240;land;898.5;150.69
prv-001386;149;121;146;land;916.51;153.03
prv-001387;182;3;218;land;967.48;153.69
prv-001388;160;21;156;land;979.73;154.08
prv-001389;58;246;216;land;1025.21;151.52
prv-001390;205;206;199;land;1064.93;152.23
prv-001391;152;105;198;land;1098.48;153.46
prv-001392;101;100;33;land;1120.51;152.34
prv-001393;16;213;62;land;1146.93;155.28
prv-001394;16;146;232;land;1181.18;149.71
prv-001395;23;26;252;land;1209.35;157.63
prv-001396;198;100;2;land;1244.64;152.36
prv-001397;222;150;129;land;1286.03;150.86
prv-001398;64;16;88;land;1309.07;147.67
prv-001399;187;142;14;land;1359.9;144.98
prv-001400;23;91;48;land;1384.33;150.18
prv-001401;213;192;194;land;1421.84;157.52
prv-001402;48;116;52;land;1460.39;150.09
prv-001403;231;99;134;land;1483.09;153.68
prv-001404;202;54;48;land;1501.86;162.58
prv-001405;5;87;137;land;1622.17;157.58
prv-001406;222;12;21;land;1655.52;155.83
prv-001407;170;148;247;land;1677.55;154.69
prv-001408;26;93;72;land;1712.75;154.55
prv-001409;235;144;87;land;1728.31;151.59
prv-001410;92;40;81;land;1759.5;158.88
prv-001411;167;197;1;land;1812.15;147.15
prv-001412;203;56;64;land;1837.61;147.19
prv-001413;84;245;185;land;1988.5;149.38
prv-001414;125;203;72;land;2019.61;150.83
prv-001415;124;82;69;land;2063.15;148.71
prv-001416;6;144;25;land;2096.43;157.74
prv-001417;117;32;54;land;2141.29;144.79
prv-001418;132;152;122;land;2154.2;157.8
prv-001419;170;214;253;land;2209.91;148.07
prv-001420;79;24;80;land;2232.37;148.46
prv-001421;39;246;204;land;2249.4;143.7
prv-001422;238;74;100;land;2438.32;151.25
prv-001423;74;128;137;land;2453.26;150.18
prv-001424;167;46;207;land;2501.77;151.6
prv-001425;38;83;202;land;2519.29;151.18
prv-001426;176;230;113;land;2551.09;150.97
prv-001427;146;57;190;land;2589.05;151.89
prv-001428;149;222;218;land;2603.38;156.38
prv-001429;167;187;62;land;3024.18;157.72
prv-001430;43;2;87;land;3056.77;147.98
prv-001431;16;206;233;land;3080.91;153.79
prv-001432;9;239;232;land;3111.74;153.94
prv-001433;123;15;242;land;3140.34;150.48
prv-001434;169;11;119;land;3172.38;149.38
prv-001435;26;121;249;land;3201.92;147.62
prv-001436;16;8;108;land;3225.81;147.95
prv-001437;44;1;231;land;3267.13;148.8
prv-001438;22;240;47;land;3297.68;154.77
prv-001439;139;155;237;land;3323.29;158.09
prv-001440;30;211;162;land;3346.48;148.46
prv-001441;22;160;77;land;3397.35;160.36
prv-001442;81;159;129;land;3448.82;150.52
prv-001443;123;209;46;land;3475.12;158.16
prv-001444;156;44;191;land;3500.78;148.23
prv-001445;105;44;209;land;3522.81;154.43
prv-001446;179;192;170;land;3573.25;146.83
prv-001447;73;13;218;land;3585.89;152.88
prv-001448;12;91;74;land;3635.01;155.15
prv-001449;79;29;47;land;3659.07;150.32
prv-001450;9;95;40;land;3702.28;148.61
prv-001451;103;193;18;land;3722.69;149.92
prv-001452;48;65;218;land;3760.86;154.08
prv-001453;155;163;225;land;3800.08;151.6
prv-001454;188;30;95;land;3817.82;149.25
prv-001455;158;11;112;land;3847.75;147.86
prv-001456;66;67;186;land;3881.78;148.64
prv-001457;68;87;6;land;3918.4;154.46
prv-001458;241;19;240;land;3946.48;148.27
prv-001459;70;128;180;land;3972.76;155.56
prv-001460;195;122;196;land;4015.91;152.89
prv-001461;247;32;29;land;4044.24;155.11
prv-001462;65;242;138;land;4082.81;152.91
prv-001463;51;48;211;land;4103.63;143.14
prv-001464;83;73;134;land;4149.29;152.25
prv-001465;59;140;77;land;4178.59;148.49
prv-001466;43;73;242;land;4231.29;157.31
prv-001467;151;82;170;land;4247.37;155.12
prv-001468;165;110;173;land;4266.58;147.45
prv-001469;37;33;21;land;4310.48;150.47
prv-001470;73;173;11;land;4348.52;152.4
prv-001471;176;252;185;land;4384.06;153.53
prv-001472;238;157;4;land;4397.31;145.66
prv-001473;129;231;105;land;4457.66;151.98
prv-001474;248;24;71;land;4472.4;150.56
prv-001475;132;67;51;land;4505.46;148.63
prv-001476;234;144;254;land;4533.66;157.89
prv-001477;131;153;38;land;4571.87;150.97
prv-001478;91;178;139;land;4597.07;148.92
prv-001479;230;188;54;land;4634.82;153.53
prv-001480;79;237;226;land;4664.46;150.22
prv-001481;191;159;207;land;4687.6;148.06
prv-001482;246;87;235;land;4737.19;152.18
prv-001483;116;68;163;land;4763.36;154.31
prv-001484;138;223;18;land;4794.28;148.99
prv-001485;145;27;167;land;4824.5;154.36
prv-001486;45;74;5;land;4865.29;157.69
prv-001487;70;193;148;land;4891.87;146.86
prv-001488;73;70;127;land;4937.21;155.32
prv-001489;64;34;177;land;4954.73;151.0
prv-001490;79;56;171;land;5010.78;155.72
prv-001491;145;5;157;land;5041.57;151.2
prv-001492;204;230;122;land;5040.42;144.94
prv-001493;134;59;133;land;5098.39;148.94
prv-001494;123;175;21;land;5128.79;155.76
prv-001495;166;104;191;land;5153.65;154.71
prv-001496;96;150;99;land;5193.77;147.96
prv-001497;215;187;74;land;5212.56;147.52
prv-001498;44;13;117;land;5250.36;151.02
prv-001499;123;211;40;land;5290.07;153.17
prv-001500;26;14;206;land;5337.89;145.81
prv-001501;249;41;108;land;5359.41;154.0
prv-001502;31;165;147;land;5394.04;154.24
prv-001503;55;236;117;land;5415.6;153.04
prv-001504;196;149;168;land;5459.45;151.51
prv-001505;158;243;82;land;5473.92;151.07
prv-001506;86;20;70;land;5524.81;151.82
prv-001507;155;214;143;land;5537.21;144.12
prv-001508;87;49;2;land;5583.07;151.18
prv-001509;23;49;74;land;5617.12;149.52
prv-001510;252;130;158;land;8.72;155.24
prv-001511;38;48;133;land;94.92;160.01
prv-001512;239;212;72;land;125.03;156.41
prv-001513;255;94;161;land;132.36;163.29
prv-001514;94;134;66;land;229.78;159.15
prv-001515;1;147;124;land;258.87;157.46
prv-001516;113;35;204;land;262.55;164.56
prv-001517;138;61;160;land;323.02;171.56
prv-001518;87;82;52;land;328.25;171.62
prv-001519;95;0;106;land;373.67;162.29
prv-001520;26;183;75;land;420.03;158.77
prv-001521;109;121;86;land;433.98;161.12
prv-001522;174;182;114;land;481.02;156.46
prv-001523;113;139;28;land;499.07;161.83
prv-001524;155;136;230;land;532.87;159.77
prv-001525;35;152;244;land;583.82;168.62
prv-001526;20;21;158;land;615.42;160.74
prv-001527;37;1;210;land;643.23;160.56
prv-001528;207;29;163;land;665.43;159.54
prv-001529;167;58;121;land;712.0;159.97
prv-001530;0;249;75;land;731.79;167.05
prv-001531;1;203;147;land;756.46;163.44
prv-001532;6;197;189;land;804.52;163.68
prv-001533;131;13;166;land;830.35;170.0
prv-001534;234;26;7;land;862.84;162.92
prv-001535;186;212;247;land;888.68;162.93
prv-001536;70;122;173;land;920.12;167.57
prv-001537;205;11;65;land;954.0;163.96
prv-001538;124;7;59;land;993.41;160.11
prv-001539;217;103;192;land;1024.43;164.38
prv-001540;77;111;67;land;1064.28;164.09
prv-001541;242;247;0;land;1099.28;163.84
prv-001542;15;182;119;land;1118.44;164.95
prv-001543;201;188;198;land;1139.8;170.23
prv-001544;118;181;54;land;1179.11;163.42
prv-001545;39;60;90;land;1223.81;162.63
prv-001546;136;70;146;land;1250.04;167.07
prv-001547;178;3;209;land;1291.84;162.86
prv-001548;225;45;225;land;1316.76;160.53
prv-001549;189;169;66;land;1351.61;163.27
prv-001550;255;215;197;land;1371.37;163.77
prv-001551;251;134;235;land;1397.0;160.21
prv-001552;26;210;136;land;1448.08;164.07
prv-001553;29;151;0;land;1479.92;163.36
prv-001554;180;245;75;land;1529.54;169.5
prv-001555;250;162;180;land;1532.44;165.37
prv-001556;182;56;140;land;1609.29;160.18
prv-001557;106;249;42;land;1636.31;159.89
prv-001558;113;71;112;land;1681.65;166.7
prv-001559;76;177;79;land;1698.96;163.85
prv-001560;214;96;163;land;1745.82;160.84
prv-001561;56;121;191;land;1780.67;165.22
prv-001562;18;21;97;land;1814.59;156.77
prv-001563;224;92;136;land;1826.7;155.91
prv-001564;43;66;218;land;2009.09;160.07
prv-001565;52;116;192;land;2045.05;159.88
prv-001566;124;201;44;land;2060.19;165.25
prv-001567;33;179;127;land;2082.21;166.49
prv-001568;65;87;121;land;2122.31;160.2
prv-001569;167;65;209;land;2152.68;166.05
prv-001570;199;93;41;land;2189.77;155.88
prv-001571;118;97;234;land;2468.85;158.18
prv-001572;55;81;160;land;2482.67;161.2
prv-001573;209;217;134;land;2528.88;161.45
prv-001574;128;86;43;land;2548.09;166.21
prv-001575;102;1;38;land;2574.12;159.34
prv-001576;209;248;164;land;2598.03;161.31
prv-001577;59;18;94;land;2987.27;170.28
prv-001578;245;68;35;land;3009.59;167.53
prv-001579;74;35;96;land;3047.91;160.73
prv-001580;40;132;170;land;3066.74;168.69
prv-001581;116;78;76;land;3120.46;164.47
prv-001582;207;53;111;land;3138.56;166.04
prv-001583;193;56;37;land;3193.46;170.92
prv-001584;198;213;121;land;3213.89;165.6
prv-001585;109;171;87;land;3239.76;162.52
prv-001586;253;144;20;land;3281.1;166.57
prv-001587;195;189;246;land;3299.69;168.74
prv-001588;123;230;229;land;3342.71;164.9
prv-001589;123;185;197;land;3369.85;173.31
prv-001590;98;156;111;land;3396.35;166.18
prv-001591;254;43;204;land;3418.9;166.65
prv-001592;8;124;120;land;3457.52;164.77
prv-001593;198;5;215;land;3502.88;164.67
prv-001594;220;218;187;land;3540.14;159.61
prv-001595;208;117;117;land;3563.71;161.61
prv-001596;38;250;188;land;3606.39;159.18
prv-001597;84;126;137;land;3618.25;166.84
prv-001598;241;228;185;land;3664.17;163.21
prv-001599;126;231;109;land;3675.84;175.75
prv-001600;104;85;12;land;3712.81;162.28
prv-001601;71;57;1;land;3745.17;160.65
prv-001602;104;253;188;land;3784.18;160.38
prv-001603;213;25;233;land;3822.21;164.46
prv-001604;200;237;154;land;3860.09;162.04
prv-001605;149;216;92;land;3881.74;164.96
prv-001606;158;35;148;land;3920.01;166.43
prv-001607;4;134;11;land;3942.94;165.94
prv-001608;83;99;58;land;3997.01;160.2
prv-001609;115;83;168;land;4011.9;166.63
prv-001610;9;61;61;land;4065.35;160.95
prv-001611;182;15;253;land;4080.74;167.58
prv-001612;62;1;33;land;4110.83;160.57
prv-001613;152;203;66;land;4150.39;170.28
prv-001614;202;90;141;land;4173.57;159.79
prv-001615;246;156;42;land;4216.45;166.16
prv-001616;66;180;105;land;4260.95;164.2
prv-001617;27;126;33;land;4289.71;158.51
prv-001618;153;231;241;land;4326.6;168.49
prv-001619;4;234;53;land;4344.79;165.05
prv-001620;196;42;137;land;4366.74;163.25
prv-001621;41;48;228;land;4411.17;160.13
prv-001622;230;3;108;land;4441.14;158.22
prv-001623;168;173;208;land;4485.97;159.83
prv-001624;69;70;88;land;4495.8;169.99
prv-001625;90;225;170;land;4552.87;159.31
prv-001626;71;78;118;land;4583.65;164.53
prv-001627;149;144;98;land;4595.75;168.12
prv-001628;4;185;192;land;4653.52;164.15
prv-001629;198;12;62;land;4683.15;165.43
prv-001630;199;11;219;land;4706.84;156.39
prv-001631;9;108;199;land;4727.53;165.57
prv-001632;66;181;99;land;4778.47;169.93
prv-001633;16;2;44;land;4803.08;162.41
prv-001634;60;88;7;land;4845.25;161.58
prv-001635;214;68;98;land;4878.23;165.33
prv-001636;32;110;38;land;4889.0;165.53
prv-001637;134;35;97;land;4922.97;162.44
prv-001638;77;243;11;land;4975.43;165.49
prv-001639;50;34;249;land;4990.09;157.7
prv-001640;122;193;244;land;5040.49;160.02
prv-001641;3;249;136;land;5075.25;159.31
prv-001642;80;174;128;land;5100.26;166.86
prv-001643;236;107;250;land;5112.83;159.19
prv-001644;7;68;204;land;5148.2;165.67
prv-001645;129;165;37;land;5197.61;159.55
prv-001646;106;195;156;land;5225.05;162.72
prv-001647;98;209;247;land;5268.03;164.24
prv-001648;89;7;141;land;5304.54;164.32
prv-001649;173;111;155;land;5318.4;158.89
prv-001650;81;128;65;land;5341.29;160.99
prv-001651;58;5;209;land;5372.94;163.46
prv-001652;191;27;4;land;5411.74;172.67
prv-001653;122;66;253;land;5445.34;158.62
prv-001654;204;22;14;land;5488.88;167.06
prv-001655;67;219;241;land;5509.36;169.24
prv-001656;218;138;219;land;5559.74;170.34
prv-001657;229;151;20;land;5575.75;168.3
prv-001658;253;106;102;land;5628.31;172.39
prv-001659;150;192;86;land;6.37;177.0
prv-001660;111;168;198;land;118.62;167.41
prv-001661;79;90;6;land;156.24;182.36
prv-001662;146;6;1;land;161.42;182.58
prv-001663;214;164;140;land;288.95;186.88
prv-001664;50;234;12;land;312.23;169.32
prv-001665;54;10;3;land;341.3;171.32
prv-001666;50;51;156;land;370.08;177.6
prv-001667;208;121;13;land;408.54;177.42
prv-001668;225;174;77;land;430.81;175.74
prv-001669;131;101;213;land;479.61;174.82
prv-001670;237;175;46;land;517.28;173.74
prv-001671;250;65;117;land;537.48;177.66
prv-001672;158;237;85;land;557.1;175.48
prv-001673;169;65;183;land;617.88;177.79
prv-001674;182;8;63;land;650.62;183.36
prv-001675;4;95;12;land;670.96;174.58
prv-001676;31;119;85;land;694.02;170.86
prv-001677;66;194;9;land;736.72;181.32
prv-001678;14;181;87;land;760.55;179.0
prv-001679;220;106;180;land;787.16;174.93
prv-001680;129;11;33;land;847.0;168.88
prv-001681;80;179;60;land;860.17;182.97
prv-001682;166;211;25;land;902.02;176.6
prv-001683;240;35;8;land;939.11;171.82
prv-001684;7;248;27;land;964.71;178.82
prv-001685;246;113;29;land;995.81;174.02
prv-001686;236;66;163;land;1038.04;176.25
prv-001687;226;172;20;land;1070.75;176.26
prv-001688;228;95;79;land;1095.14;174.91
prv-001689;150;204;168;land;1121.34;177.78
prv-001690;204;56;36;land;1162.14;168.8
prv-001691;147;194;132;land;1173.94;182.43
prv-001692;151;13;196;land;1208.73;178.24
prv-001693;16;125;205;land;1255.11;174.86
prv-001694;43;149;208;land;1297.63;174.69
prv-001695;90;31;142;land;1329.58;176.04
prv-001696;63;190;226;land;1351.69;177.33
prv-001697;197;196;91;land;1387.34;170.82
prv-001698;66;169;55;land;1399.48;171.63
prv-001699;152;53;41;land;1431.26;172.57
prv-001700;0;22;219;land;1484.24;174.7
prv-001701;232;102;24;land;1507.01;176.94
prv-001702;76;172;49;land;1548.14;179.91
prv-001703;199;233;100;land;1563.86;178.64
prv-001704;3;135;119;land;1610.7;169.48
prv-001705;141;108;224;land;1636.99;167.35
prv-001706;68;0;241;land;1671.84;170.79
prv-001707;170;221;42;land;1709.88;174.9
prv-001708;21;97;63;land;1728.29;173.95
prv-001709;168;18;27;land;1770.81;173.77
prv-001710;200;162;244;land;1789.52;179.82
prv-001711;101;58;224;land;2013.2;180.8
prv-001712;113;120;96;land;2028.98;173.55
prv-001713;50;74;106;land;2074.66;181.62
prv-001714;247;82;24;land;2110.88;175.37
prv-001715;31;116;244;land;2128.89;178.8
prv-001716;192;94;17;land;2158.67;174.62
prv-001717;34;42;186;land;2185.12;167.86
prv-001718;177;137;174;land;2473.62;176.14
prv-001719;241;165;230;land;2503.51;168.07
prv-001720;129;67;6;land;2523.66;174.25
prv-001721;251;93;149;land;2548.98;176.94
prv-001722;240;80;12;land;2577.32;169.33
prv-001723;193;40;145;land;2954.73;188.03
prv-001724;217;195;8;land;2993.4;191.6
prv-001725;72;42;184;land;3014.85;177.82
prv-001726;76;97;107;land;3054.79;181.62
prv-001727;135;55;246;land;3092.03;175.96
prv-001728;36;196;77;land;3115.79;173.11
prv-001729;196;7;91;land;3130.41;179.4
prv-001730;117;169;253;land;3185.57;184.91
prv-001731;142;61;88;land;3202.55;180.25
prv-001732;232;17;174;land;3233.34;178.03
prv-001733;37;34;37;land;3266.5;172.49
prv-001734;51;92;184;land;3314.77;181.29
