region_type,region_id,parent_id,color,local_x,local_y,global_x,global_y,bbox_local,bbox,density_multiplier
ocean,ter-000127-prv-000004,ter-000127,#2f0ba5,240.95,92.59,3228.95,234.59,"[192, 81, 294, 106]","[3180, 223, 3282, 248]",3.0551181102362204
ocean,ter-000127-prv-000005,ter-000127,#342c8f,72.74,165.87,3060.74,307.87,"[0, 132, 137, 189]","[2988, 274, 3125, 331]",3.0551181102362204
ocean,ter-000127-prv-000006,ter-000127,#3a2589,185.89,18.1,3173.89,160.1,"[154, 0, 225, 43]","[3142, 142, 3213, 185]",3.0551181102362204
land,ter-000129-prv-000001,ter-000129,#b717f3,21.22,9.02,1613.22,158.02,"[0, 0, 43, 19]","[1592, 149, 1635, 168]",0.25
ocean,ter-000130-prv-000001,ter-000130,#0a48a6,12.06,4.63,152.06,180.63,"[0, 0, 25, 11]","[140, 176, 165, 187]",0.55703125
ocean,ter-000131-prv-000001,ter-000131,#07149d,14.51,5.72,1516.51,192.72,"[0, 0, 31, 13]","[1502, 187, 1533, 200]",0.28984375
lake,ter-000132-prv-000001,ter-000132,#07398e,31.76,15.37,1021.76,209.37,"[0, 0, 63, 27]","[990, 194, 1053, 221]",1.0
ocean,ter-000133-prv-000001,ter-000133,#281d7d,7.27,5.67,1566.27,201.67,"[0, 0, 16, 13]","[1559, 196, 1575, 209]",0.25
land,ter-000134-prv-000001,ter-000134,#bd7408,49.11,152.19,1616.11,346.19,"[0, 92, 87, 203]","[1567, 286, 1654, 397]",0.25
land,ter-000134-prv-000002,ter-000134,#780db9,64.23,41.57,1631.23,235.57,"[19, 0, 112, 97]","[1586, 194, 1679, 291]",0.25
land,ter-000134-prv-000003,ter-000134,#d3c2fb,122.67,64.55,1689.67,258.55,"[77, 9, 160, 106]","[1644, 203, 1727, 300]",0.25
land,ter-000134-prv-000004,ter-000134,#2e1f7d,116.15,143.84,1683.15,337.84,"[83, 103, 156, 199]","[1650, 297, 1723, 393]",0.25
land,ter-000135-prv-000001,ter-000135,#fdf973,122.0,80.91,1842.0,310.91,"[81, 18, 195, 125]","[1801, 248, 1915, 355]",0.25
land,ter-000135-prv-000002,ter-000135,#ffe9ab,48.68,47.49,1768.68,277.49,"[0, 0, 103, 87]","[1720, 230, 1823, 317]",0.25
land,ter-000135-prv-000003,ter-000135,#ecde63,45.29,106.52,1765.29,336.52,"[0, 76, 101, 137]","[1720, 306, 1821, 367]",0.25
lake,ter-000136-prv-000001,ter-000136,#230b8c,22.23,13.22,3308.23,220.22,"[0, 0, 45, 28]","[3286, 207, 3331, 235]",1.0
ocean,ter-000137-prv-000001,ter-000137,#183ea7,12.07,3.86,211.07,231.86,"[0, 0, 23, 9]","[199, 228, 222, 237]",0.335546875
land,ter-000138-prv-000001,ter-000138,#b971d7,14.75,8.59,647.75,243.59,"[0, 0, 31, 21]","[633, 235, 664, 256]",0.431640625
land,ter-000139-prv-000001,ter-000139,#25cfe7,15.26,14.78,690.26,252.78,"[0, 0, 29, 30]","[675, 238, 704, 268]",0.4
land,ter-000140-prv-000001,ter-000140,#f7010f,13.3,18.25,709.3,257.25,"[0, 0, 26, 34]","[696, 239, 722, 273]",0.377734375
land,ter-000141-prv-000001,ter-000141,#bc9faa,19.0,12.23,3202.0,252.23,"[0, 0, 35, 26]","[3183, 240, 3218, 266]",2.2283464566929134
land,ter-000141-prv-000002,ter-000141,#4f595e,49.5,15.37,3232.5,255.37,"[33, 0, 71, 33]","[3216, 240, 3254, 273]",2.2283464566929134
land,ter-000142-prv-000001,ter-000142,#6a157a,9.82,5.01,672.82,255.01,"[0, 0, 21, 11]","[663, 250, 684, 261]",0.3015625
land,ter-000143-prv-000001,ter-000143,#2192c2,39.05,31.67,2764.05,282.67,"[18, 19, 63, 49]","[2743, 270, 2788, 300]",1.6
land,ter-000143-prv-000002,ter-000143,#ae6d7d,41.41,57.91,2766.41,308.91,"[12, 44, 68, 77]","[2737, 295, 2793, 328]",1.6
land,ter-000143-prv-000003,ter-000143,#37ce9f,16.16,23.88,2741.16,274.88,"[0, 0, 43, 50]","[2725, 251, 2768, 301]",1.6
land,ter-000144-prv-000001,ter-000144,#a87f9c,25.25,39.82,2760.25,351.82,"[0, 22, 43, 58]","[2735, 334, 2778, 370]",1.6
land,ter-000144-prv-000002,ter-000144,#2a305a,61.98,41.88,2796.98,353.88,"[43, 24, 82, 67]","[2778, 336, 2817, 379]",1.6
land,ter-000144-prv-000003,ter-000144,#b1e470,34.41,60.93,2769.41,372.93,"[0, 42, 64, 76]","[2735, 354, 2799, 388]",1.6
land,ter-000144-prv-000004,ter-000144,#ea398a,87.38,47.51,2822.38,359.51,"[68, 23, 109, 67]","[2803, 335, 2844, 379]",1.6
land,ter-000144-prv-000005,ter-000144,#1bbe9b,56.68,17.5,2791.68,329.5,"[33, 0, 82, 33]","[2768, 312, 2817, 345]",1.6
land,ter-000145-prv-000001,ter-000145,#7d69a4,12.66,18.1,3157.66,282.1,"[0, 6, 25, 31]","[3145, 270, 3170, 295]",2.2283464566929134
land,ter-000145-prv-000002,ter-000145,#984698,35.1,19.66,3180.1,283.66,"[23, 7, 51, 28]","[3168, 271, 3196, 292]",2.2283464566929134
land,ter-000145-prv-000003,ter-000145,#dbb332,65.42,14.99,3210.42,278.99,"[49, 0, 83, 33]","[3194, 264, 3228, 297]",2.2283464566929134
land,ter-000145-prv-000004,ter-000145,#48c1d2,92.8,22.51,3237.8,286.51,"[76, 7, 113, 38]","[3221, 271, 3258, 302]",2.2283464566929134
land,ter-000146-prv-000001,ter-000146,#6a8b54,31.47,23.96,749.47,289.96,"[0, 0, 63, 55]","[718, 266, 781, 321]",0.403515625
land,ter-000147-prv-000001,ter-000147,#03da71,4.87,6.09,3104.87,273.09,"[0, 0, 11, 14]","[3100, 267, 3111, 281]",0.53828125
ocean,ter-000148-prv-000001,ter-000148,#2643a6,7.57,4.74,2973.57,275.74,"[0, 0, 15, 10]","[2966, 271, 2981, 281]",0.9800781249999999
land,ter-000149-prv-000001,ter-000149,#0d55d8,8.8,9.76,700.8,276.76,"[0, 0, 16, 25]","[692, 267, 708, 292]",0.276953125
land,ter-000150-prv-000001,ter-000150,#6a3298,18.24,10.5,2962.24,289.5,"[0, 0, 43, 21]","[2944, 279, 2987, 300]",2.2283464566929134
land,ter-000150-prv-000002,ter-000150,#51538b,17.3,25.42,2961.3,304.42,"[0, 17, 35, 36]","[2944, 296, 2979, 315]",2.2283464566929134
land,ter-000151-prv-000001,ter-000151,#20e779,38.54,17.54,3184.54,307.54,"[25, 1, 56, 40]","[3171, 291, 3202, 330]",2.2283464566929134
land,ter-000151-prv-000002,ter-000151,#95ee2e,57.6,23.77,3203.6,313.77,"[44, 2, 73, 40]","[3190, 292, 3219, 330]",2.2283464566929134
land,ter-000151-prv-000003,ter-000151,#5e385f,72.1,12.85,3218.1,302.85,"[56, 0, 87, 27]","[3202, 290, 3233, 317]",2.2283464566929134
land,ter-000151-prv-000004,ter-000151,#0f049a,14.86,9.96,3160.86,299.96,"[0, 0, 31, 23]","[3146, 290, 3177, 313]",2.2283464566929134
land,ter-000152-prv-000001,ter-000152,#46b9b3,40.87,59.38,3291.87,353.38,"[24, 42, 61, 77]","[3275, 336, 3312, 371]",2.2283464566929134
land,ter-000152-prv-000002,ter-000152,#c1d9ee,26.85,33.49,3277.85,327.49,"[8, 19, 44, 47]","[3259, 313, 3295, 341]",2.2283464566929134
land,ter-000152-prv-000003,ter-000152,#b4e479,20.65,54.08,3271.65,348.08,"[9, 37, 33, 75]","[3260, 331, 3284, 369]",2.2283464566929134
land,ter-000152-prv-000004,ter-000152,#8c41f6,56.73,40.69,3307.73,334.69,"[42, 29, 76, 57]","[3293, 323, 3327, 351]",2.2283464566929134
land,ter-000152-prv-000005,ter-000152,#7cf4c4,14.75,13.07,3265.75,307.07,"[0, 0, 31, 31]","[3251, 294, 3282, 325]",2.2283464566929134
land,ter-000152-prv-000006,ter-000152,#ef1f6b,40.34,18.27,3291.34,312.27,"[29, 5, 54, 35]","[3280, 299, 3305, 329]",2.2283464566929134
land,ter-000153-prv-000001,ter-000153,#714cea,31.85,25.74,3249.85,322.74,"[20, 0, 45, 44]","[3238, 297, 3263, 341]",2.2283464566929134
land,ter-000153-prv-000002,ter-000153,#35ee2f,15.01,48.13,3233.01,345.13,"[2, 34, 32, 66]","[3220, 331, 3250, 363]",2.2283464566929134
land,ter-000153-prv-000003,ter-000153,#42aa66,14.51,19.28,3232.51,316.28,"[0, 2, 31, 35]","[3218, 299, 3249, 332]",2.2283464566929134
land,ter-000153-prv-000004,ter-000153,#e4937f,35.78,57.25,3253.78,354.25,"[20, 42, 51, 71]","[3238, 339, 3269, 368]",2.2283464566929134
land,ter-000154-prv-000001,ter-000154,#5576c4,19.12,19.65,3199.12,340.65,"[0, 0, 40, 44]","[3180, 321, 3220, 365]",2.2283464566929134
land,ter-000154-prv-000002,ter-000154,#2192a2,31.4,30.32,3211.4,351.32,"[10, 12, 44, 44]","[3190, 333, 3224, 365]",2.2283464566929134
land,ter-000155-prv-000001,ter-000155,#808f63,11.02,12.59,737.02,300.59,"[0, 0, 24, 27]","[726, 288, 750, 315]",0.4
ocean,ter-000156-prv-000001,ter-000156,#2303af,14.91,6.27,283.91,303.27,"[0, 0, 33, 16]","[269, 297, 302, 313]",0.55
land,ter-000157-prv-000001,ter-000157,#f732a1,9.72,6.8,2999.72,304.8,"[0, 0, 19, 17]","[2990, 298, 3009, 315]",0.883984375
lake,ter-000158-prv-000001,ter-000158,#1d4099,59.36,36.59,4502.36,336.59,"[0, 0, 94, 68]","[4443, 300, 4537, 368]",0.8500000000000001
ocean,ter-000159-prv-000001,ter-000159,#394369,197.32,70.12,2020.32,676.12,"[103, 0, 293, 150]","[1926, 606, 2116, 756]",0.5078125
ocean,ter-000159-prv-000002,ter-000159,#09007f,77.79,142.21,1900.79,748.21,"[11, 63, 159, 217]","[1834, 669, 1982, 823]",0.5078125
ocean,ter-000159-prv-000003,ter-000159,#043a64,198.81,218.36,2021.81,824.36,"[143, 148, 276, 288]","[1966, 754, 2099, 894]",0.5078125
ocean,ter-000159-prv-000004,ter-000159,#1e178f,86.47,236.43,1909.47,842.43,"[0, 170, 157, 284]","[1823, 776, 1980, 890]",0.5078125
ocean,ter-000159-prv-000005,ter-000159,#2e1da4,273.2,134.67,2096.2,740.67,"[205, 34, 331, 214]","[2028, 640, 2154, 820]",0.5078125
ocean,ter-000160-prv-000001,ter-000160,#353dae,147.98,94.6,2224.98,1071.6,"[55, 20, 208, 166]","[2132, 997, 2285, 1143]",0.5078125
ocean,ter-000160-prv-000002,ter-000160,#0c0c85,246.03,76.13,2323.03,1053.13,"[188, 0, 322, 150]","[2265, 977, 2399, 1127]",0.5078125
ocean,ter-000160-prv-000003,ter-000160,#1732a5,203.54,211.0,2280.54,1188.0,"[130, 132, 284, 292]","[2207, 1109, 2361, 1269]",0.5078125
ocean,ter-000160-prv-000004,ter-000160,#211768,76.12,175.16,2153.12,1152.16,"[0, 88, 149, 251]","[2077, 1065, 2226, 1228]",0.5078125
ocean,ter-000160-prv-000005,ter-000160,#2f4682,316.33,161.6,2393.33,1138.6,"[255, 90, 391, 236]","[2332, 1067, 2468, 1213]",0.5078125
ocean,ter-000162-prv-000001,ter-000162,#274579,165.58,249.1,1848.58,627.1,"[71, 164, 244, 339]","[1754, 542, 1927, 717]",0.5078125
ocean,ter-000162-prv-000002,ter-000162,#284b70,187.71,84.98,1870.71,462.98,"[37, 0, 280, 180]","[1720, 378, 1963, 558]",0.5078125
ocean,ter-000162-prv-000003,ter-000162,#380b70,272.83,206.92,1955.83,584.92,"[207, 124, 352, 291]","[1890, 502, 2035, 669]",0.5078125
ocean,ter-000162-prv-000004,ter-000162,#222d73,85.93,155.55,1768.93,533.55,"[0, 82, 166, 233]","[1683, 460, 1849, 611]",0.5078125
ocean,ter-000161-prv-000001,ter-000161,#3b1995,201.52,272.59,2307.52,768.59,"[110, 212, 294, 343]","[2216, 708, 2400, 839]",0.5078125
ocean,ter-000161-prv-000002,ter-000161,#091793,190.41,160.05,2296.41,656.05,"[124, 90, 263, 220]","[2230, 586, 2369, 716]",0.5078125
ocean,ter-000161-prv-000003,ter-000161,#2530a3,241.62,63.74,2347.62,559.74,"[174, 0, 318, 137]","[2280, 496, 2424, 633]",0.5078125
ocean,ter-000161-prv-000004,ter-000161,#044aad,112.38,73.61,2218.38,569.61,"[11, 0, 181, 144]","[2117, 496, 2287, 640]",0.5078125
ocean,ter-000161-prv-000005,ter-000161,#152b6a,300.18,202.61,2406.18,698.61,"[237, 113, 368, 296]","[2343, 609, 2474, 792]",0.5078125
ocean,ter-000161-prv-000006,ter-000161,#051a8b,77.01,196.82,2183.01,692.82,"[0, 109, 149, 292]","[2106, 605, 2255, 788]",0.5078125
ocean,ter-000163-prv-000001,ter-000163,#0b2f91,91.53,164.87,1981.53,408.87,"[0, 82, 171, 252]","[1890, 326, 2061, 496]",0.5078125
ocean,ter-000163-prv-000002,ter-000163,#240e7d,154.24,246.6,2044.24,490.6,"[71, 166, 238, 318]","[1961, 410, 2128, 562]",0.5078125
ocean,ter-000163-prv-000003,ter-000163,#061092,188.51,87.51,2078.51,331.51,"[94, 0, 271, 171]","[1984, 244, 2161, 415]",0.5078125
ocean,ter-000163-prv-000004,ter-000163,#022ba6,263.28,197.63,2153.28,441.63,"[187, 101, 337, 282]","[2077, 345, 2227, 526]",0.5078125
ocean,ter-000163-prv-000005,ter-000163,#0f1a71,211.39,315.03,2101.39,559.03,"[125, 255, 306, 371]","[2015, 499, 2196, 615]",0.5078125
ocean,ter-000166-prv-000001,ter-000166,#084d9c,144.82,87.44,1684.82,617.44,"[60, 0, 237, 170]","[1600, 530, 1777, 700]",0.5078125
ocean,ter-000166-prv-000002,ter-000166,#1203a6,78.54,187.93,1618.54,717.93,"[0, 106, 146, 282]","[1540, 636, 1686, 812]",0.5078125
ocean,ter-000166-prv-000003,ter-000166,#0c1281,221.35,190.9,1761.35,720.9,"[142, 105, 315, 262]","[1682, 635, 1855, 792]",0.5078125
ocean,ter-000166-prv-000004,ter-000166,#122376,223.37,296.28,1763.37,826.28,"[122, 234, 297, 360]","[1662, 764, 1837, 890]",0.5078125
ocean,ter-000164-prv-000001,ter-000164,#272e72,85.66,103.97,2464.66,465.97,"[0, 10, 156, 192]","[2379, 372, 2535, 554]",0.5078125
ocean,ter-000164-prv-000002,ter-000164,#1b0774,127.2,203.48,2506.2,565.48,"[24, 133, 209, 265]","[2403, 495, 2588, 627]",0.5078125
ocean,ter-000164-prv-000003,ter-000164,#1c466b,212.1,76.52,2591.1,438.52,"[133, 3, 276, 170]","[2512, 365, 2655, 532]",0.5078125
ocean,ter-000164-prv-000004,ter-000164,#19319f,116.38,310.41,2495.38,672.41,"[42, 239, 172, 392]","[2421, 601, 2551, 754]",0.5078125
ocean,ter-000164-prv-000005,ter-000164,#024f76,213.91,328.95,2592.91,690.95,"[152, 247, 292, 405]","[2531, 609, 2671, 767]",0.5078125
ocean,ter-000164-prv-000006,ter-000164,#1f1a70,327.42,82.82,2706.42,444.82,"[271, 0, 421, 152]","[2650, 362, 2800, 514]",0.5078125
ocean,ter-000164-prv-000007,ter-000164,#0526a8,266.07,225.59,2645.07,587.59,"[199, 146, 351, 307]","[2578, 508, 2730, 669]",0.5078125
ocean,ter-000165-prv-000001,ter-000165,#0d18ac,85.49,169.08,2201.49,274.08,"[0, 118, 178, 227]","[2116, 223, 2294, 332]",0.5078125
ocean,ter-000165-prv-000002,ter-000165,#210fa7,197.05,229.89,2313.05,334.89,"[132, 163, 249, 296]","[2248, 268, 2365, 401]",0.5078125
ocean,ter-000165-prv-000003,ter-000165,#290d7c,216.68,343.91,2332.68,448.91,"[120, 287, 313, 392]","[2236, 392, 2429, 497]",0.5078125
ocean,ter-000165-prv-000004,ter-000165,#112773,213.71,96.32,2329.71,201.32,"[154, 0, 297, 171]","[2270, 105, 2413, 276]",0.5078125
ocean,ter-000165-prv-000005,ter-000165,#1037a8,108.0,288.46,2224.0,393.46,"[40, 222, 167, 391]","[2156, 327, 2283, 496]",0.5078125
ocean,ter-000165-prv-000006,ter-000165,#1b1969,104.52,81.85,2220.52,186.85,"[25, 23, 167, 128]","[2141, 128, 2283, 233]",0.5078125
ocean,ter-000165-prv-000007,ter-000165,#291e66,299.5,238.73,2415.5,343.73,"[245, 136, 372, 331]","[2361, 241, 2488, 436]",0.5078125
ocean,ter-000168-prv-000001,ter-000168,#0d21a7,114.58,138.64,1929.58,1017.64,"[33, 71, 190, 204]","[1848, 950, 2005, 1083]",0.5078125
ocean,ter-000168-prv-000002,ter-000168,#191569,136.32,49.35,1951.32,928.35,"[0, 0, 248, 109]","[1815, 879, 2063, 988]",0.5078125
ocean,ter-000168-prv-000003,ter-000168,#1e1b79,235.12,185.8,2050.12,1064.8,"[156, 63, 305, 315]","[1971, 942, 2120, 1194]",0.5078125
ocean,ter-000170-prv-000001,ter-000170,#0d257d,84.63,243.86,2756.63,380.86,"[14, 176, 186, 312]","[2686, 313, 2858, 449]",0.5078125
ocean,ter-000170-prv-000002,ter-000170,#362878,206.5,145.71,2878.5,282.71,"[111, 52, 345, 235]","[2783, 189, 3017, 372]",0.5078125
ocean,ter-000170-prv-000003,ter-000170,#214294,72.01,89.54,2744.01,226.54,"[0, 0, 158, 188]","[2672, 137, 2830, 325]",0.5078125
ocean,ter-000167-prv-000001,ter-000167,#392fa0,94.4,271.95,2407.4,1002.95,"[0, 201, 169, 367]","[2313, 932, 2482, 1098]",0.5078125
ocean,ter-000167-prv-000002,ter-000167,#28417d,204.97,324.03,2517.97,1055.03,"[118, 250, 304, 416]","[2431, 981, 2617, 1147]",0.5078125
ocean,ter-000167-prv-000003,ter-000167,#39476c,50.79,168.21,2363.79,899.21,"[0, 90, 123, 245]","[2313, 821, 2436, 976]",0.5078125
ocean,ter-000167-prv-000004,ter-000167,#2b369c,186.62,187.08,2499.62,918.08,"[115, 122, 252, 259]","[2428, 853, 2565, 990]",0.5078125
ocean,ter-000167-prv-000005,ter-000167,#2635a2,199.08,64.84,2512.08,795.84,"[136, 0, 276, 130]","[2449, 731, 2589, 861]",0.5078125
ocean,ter-000167-prv-000006,ter-000167,#30478c,109.18,93.15,2422.18,824.15,"[24, 19, 166, 157]","[2337, 750, 2479, 888]",0.5078125
land,ter-000173-prv-000001,ter-000173,#d179cf,24.15,7.74,3150.15,315.74,"[0, 0, 47, 14]","[3126, 308, 3173, 322]",1.4488188976377954
land,ter-000174-prv-000001,ter-000174,#324856,19.2,9.49,2709.2,317.49,"[0, 0, 39, 20]","[2690, 308, 2729, 328]",2.2283464566929134
ocean,ter-000169-prv-000001,ter-000169,#260d6f,84.38,144.58,2422.38,144.58,"[0, 56, 172, 237]","[2338, 56, 2510, 237]",0.5078125
ocean,ter-000169-prv-000002,ter-000169,#0747b0,160.7,239.95,2498.7,239.95,"[74, 174, 242, 308]","[2412, 174, 2580, 308]",0.5078125
ocean,ter-000169-prv-000003,ter-000169,#151d9e,203.4,64.92,2541.4,64.92,"[116, 0, 281, 142]","[2454, 0, 2619, 142]",0.5078125
ocean,ter-000169-prv-000004,ter-000169,#1b4885,295.4,192.79,2633.4,192.79,"[215, 128, 380, 255]","[2553, 128, 2718, 255]",0.5078125
ocean,ter-000169-prv-000005,ter-000169,#363fa3,319.43,77.25,2657.43,77.25,"[259, 0, 388, 157]","[2597, 0, 2726, 157]",0.5078125
ocean,ter-000169-prv-000006,ter-000169,#1b1e7e,283.12,304.68,2621.12,304.68,"[226, 250, 338, 365]","[2564, 250, 2676, 365]",0.5078125
ocean,ter-000169-prv-000007,ter-000169,#033485,186.11,328.14,2524.11,328.14,"[114, 278, 247, 372]","[2452, 278, 2585, 372]",0.5078125
land,ter-000175-prv-000001,ter-000175,#0b336e,84.37,27.04,1853.37,369.04,"[60, 0, 110, 47]","[1829, 342, 1879, 389]",0.8500000000000001
land,ter-000175-prv-000002,ter-000175,#ef4d6b,32.54,29.01,1801.54,371.01,"[0, 11, 60, 45]","[1769, 353, 1829, 387]",0.8500000000000001
ocean,ter-000171-prv-000001,ter-000171,#000a9e,411.85,40.68,3093.85,40.68,"[323, 0, 491, 105]","[3005, 0, 3173, 105]",0.5078125
ocean,ter-000171-prv-000002,ter-000171,#274990,306.13,101.69,2988.13,101.69,"[241, 10, 381, 182]","[2923, 10, 3063, 182]",0.5078125
ocean,ter-000171-prv-000003,ter-000171,#2c076d,228.72,38.22,2910.72,38.22,"[152, 0, 323, 101]","[2834, 0, 3005, 101]",0.5078125
ocean,ter-000171-prv-000004,ter-000171,#1b2486,185.46,143.2,2867.46,143.2,"[98, 68, 266, 219]","[2780, 68, 2948, 219]",0.5078125
ocean,ter-000171-prv-000005,ter-000171,#182f6c,83.64,64.13,2765.64,64.13,"[0, 0, 165, 159]","[2682, 0, 2847, 159]",0.5078125
ocean,ter-000172-prv-000001,ter-000172,#07158f,80.42,122.71,2118.42,878.71,"[0, 21, 154, 198]","[2038, 777, 2192, 954]",0.5078125
ocean,ter-000172-prv-000002,ter-000172,#173692,186.13,80.11,2224.13,836.11,"[105, 0, 281, 147]","[2143, 756, 2319, 903]",0.5078125
ocean,ter-000172-prv-000003,ter-000172,#160379,108.56,235.85,2146.56,991.85,"[30, 171, 189, 313]","[2068, 927, 2227, 1069]",0.5078125
ocean,ter-000172-prv-000004,ter-000172,#1e3096,217.88,182.68,2255.88,938.68,"[144, 110, 281, 262]","[2182, 866, 2319, 1018]",0.5078125
land,ter-000176-prv-000001,ter-000176,#ccbce7,50.44,25.29,1919.44,346.29,"[29, 0, 75, 49]","[1898, 321, 1944, 370]",0.8500000000000001
land,ter-000176-prv-000002,ter-000176,#a199c8,18.65,32.14,1887.65,353.14,"[0, 6, 38, 63]","[1869, 327, 1907, 384]",0.8500000000000001
land,ter-000177-prv-000001,ter-000177,#cb3488,46.06,27.31,1689.06,389.31,"[17, 5, 65, 45]","[1660, 367, 1708, 407]",0.8500000000000001
land,ter-000177-prv-000002,ter-000177,#4fda10,53.85,61.8,1696.85,423.8,"[33, 42, 81, 88]","[1676, 404, 1724, 450]",0.8500000000000001
land,ter-000177-prv-000003,ter-000177,#d8333b,20.99,58.23,1663.99,420.23,"[0, 29, 37, 97]","[1643, 391, 1680, 459]",0.8500000000000001
land,ter-000177-prv-000004,ter-000177,#c85453,80.6,28.02,1723.6,390.02,"[64, 3, 103, 57]","[1707, 365, 1746, 419]",0.8500000000000001
land,ter-000177-prv-000005,ter-000177,#41c4b8,111.27,17.81,1754.27,379.81,"[91, 0, 134, 42]","[1734, 362, 1777, 404]",0.8500000000000001
land,ter-000178-prv-000001,ter-000178,#607e4f,29.3,61.11,1537.3,432.11,"[0, 30, 57, 85]","[1508, 401, 1565, 456]",0.8500000000000001
land,ter-000178-prv-000002,ter-000178,#6f2a8e,81.87,50.61,1589.87,421.61,"[56, 24, 105, 77]","[1564, 395, 1613, 448]",0.8500000000000001
land,ter-000178-prv-000003,ter-000178,#2b1e50,55.28,24.89,1563.28,395.89,"[31, 0, 82, 50]","[1539, 371, 1590, 421]",0.8500000000000001
land,ter-000178-prv-000004,ter-000178,#af6d2b,61.98,81.68,1569.98,452.68,"[33, 55, 83, 108]","[1541, 426, 1591, 479]",0.8500000000000001
land,ter-000178-prv-000005,ter-000178,#f0e4a1,116.03,40.2,1624.03,411.2,"[92, 23, 142, 65]","[1600, 394, 1650, 436]",0.8500000000000001
land,ter-000178-prv-000006,ter-000178,#f07dae,135.37,72.93,1643.37,443.93,"[113, 46, 155, 99]","[1621, 417, 1663, 470]",0.8500000000000001
land,ter-000178-prv-000007,ter-000178,#1cb88f,101.76,90.77,1609.76,461.77,"[78, 62, 131, 114]","[1586, 433, 1639, 485]",0.8500000000000001
land,ter-000178-prv-000008,ter-000178,#51314c,45.47,119.78,1553.47,490.78,"[12, 100, 80, 142]","[1520, 471, 1588, 513]",0.8500000000000001
land,ter-000179-prv-000001,ter-000179,#01ccdf,102.3,111.23,1508.3,419.23,"[80, 82, 130, 144]","[1486, 390, 1536, 452]",0.8500000000000001
land,ter-000179-prv-000002,ter-000179,#3e9955,72.32,66.59,1478.32,374.59,"[46, 43, 98, 85]","[1452, 351, 1504, 393]",0.8500000000000001
land,ter-000179-prv-000003,ter-000179,#bb7ae4,124.67,70.42,1530.67,378.42,"[98, 44, 156, 100]","[1504, 352, 1562, 408]",0.8500000000000001
land,ter-000179-prv-000004,ter-000179,#0cc18f,102.03,31.22,1508.03,339.22,"[76, 0, 131, 66]","[1482, 308, 1537, 374]",0.8500000000000001
land,ter-000179-prv-000005,ter-000179,#58e391,62.01,21.0,1468.01,329.0,"[31, 0, 92, 47]","[1437, 308, 1498, 355]",0.8500000000000001
land,ter-000179-prv-000006,ter-000179,#e61277,69.62,96.89,1475.62,404.89,"[45, 83, 94, 120]","[1451, 391, 1500, 428]",0.8500000000000001
land,ter-000179-prv-000007,ter-000179,#57989b,93.0,12.0,1499.0,320.0,"[93, 12, 94, 13]","[1499, 320, 1500, 321]",0.8500000000000001
land,ter-000179-prv-000008,ter-000179,#22b525,34.13,52.93,1440.13,360.93,"[6, 27, 60, 75]","[1412, 335, 1466, 383]",0.8500000000000001
land,ter-000179-prv-000009,ter-000179,#67ef36,22.53,87.67,1428.53,395.67,"[0, 61, 49, 115]","[1406, 369, 1455, 423]",0.8500000000000001
ocean,ter-000180-prv-000001,ter-000180,#1b0681,11.8,3.92,245.8,315.92,"[0, 0, 25, 10]","[234, 312, 259, 322]",0.353125
land,ter-000181-prv-000001,ter-000181,#a56558,32.26,20.41,4998.26,344.41,"[0, 0, 65, 40]","[4966, 324, 5031, 364]",1.0
land,ter-000181-prv-000002,ter-000181,#8bea0f,28.36,51.26,4994.36,375.26,"[0, 32, 58, 78]","[4966, 356, 5024, 402]",1.0
land,ter-000182-prv-000001,ter-000182,#f43b73,65.1,57.88,4968.1,434.88,"[41, 37, 97, 87]","[4944, 414, 5000, 464]",1.0
land,ter-000182-prv-000002,ter-000182,#f3b371,76.28,23.9,4979.28,400.9,"[45, 0, 111, 45]","[4948, 377, 5014, 422]",1.0
land,ter-000182-prv-000003,ter-000182,#eeadcf,32.76,38.29,4935.76,415.29,"[0, 12, 55, 69]","[4903, 389, 4958, 446]",1.0
land,ter-000183-prv-000001,ter-000183,#211c75,26.09,56.52,4893.09,484.52,"[0, 36, 55, 77]","[4867, 464, 4922, 505]",1.0
land,ter-000183-prv-000002,ter-000183,#610b67,68.32,42.8,4935.32,470.8,"[47, 19, 94, 69]","[4914, 447, 4961, 497]",1.0
land,ter-000183-prv-000003,ter-000183,#bb151c,54.44,22.82,4921.44,450.82,"[34, 0, 77, 46]","[4901, 428, 4944, 474]",1.0
land,ter-000184-prv-000001,ter-000184,#027a28,38.66,19.36,4936.66,336.36,"[14, 0, 69, 41]","[4912, 317, 4967, 358]",1.0
land,ter-000184-prv-000002,ter-000184,#3b1e82,51.17,50.43,4949.17,367.43,"[29, 28, 69, 76]","[4927, 345, 4967, 393]",1.0
land,ter-000184-prv-000003,ter-000184,#88adfe,20.18,66.09,4918.18,383.09,"[0, 35, 43, 94]","[4898, 352, 4941, 411]",1.0
land,ter-000185-prv-000001,ter-000185,#2a5f43,50.19,39.17,4858.19,383.17,"[29, 10, 76, 64]","[4837, 354, 4884, 408]",1.0
land,ter-000185-prv-000002,ter-000185,#8ec824,22.88,29.71,4830.88,373.71,"[0, 0, 46, 56]","[4808, 344, 4854, 400]",1.0
land,ter-000185-prv-000003,ter-000185,#984322,73.81,63.94,4881.81,407.94,"[51, 40, 96, 83]","[4859, 384, 4904, 427]",1.0
