region_id,region_type,color,pixel_count,parent_id,local_bbox_min_x,local_bbox_min_y,local_bbox_max_x,local_bbox_max_y,local_center_x,local_center_y,local_seed_x,local_seed_y,global_bbox_min_x,global_bbox_min_y,global_bbox_max_x,global_bbox_max_y,global_center_x,global_center_y,global_seed_x,global_seed_y
AREA000295,ocean,#090b66,161,,,,,,,,,,4774,1304,4807,1319,4787,1311,4787,1311
AREA000296,land,#d4f6bd,85,,,,,,,,,,4641,1305,4663,1315,4652,1310,4652,1310
AREA000297,ocean,#2800ab,163,,,,,,,,,,4750,1315,4774,1335,4762,1325,4762,1325
AREA000298,ocean,#2c2068,51,,,,,,,,,,5316,1318,5333,1328,5323,1324,5323,1324
AREA000299,ocean,#0942b1,129,,,,,,,,,,4679,1320,4707,1334,4694,1326,4694,1326
AREA000300,lake,#0c1fab,357,,,,,,,,,,3347,1322,3367,1396,3356,1359,3356,1359
AREA000301,land,#36fe29,1484,,,,,,,,,,3329,1323,3377,1436,3352,1386,3352,1386
AREA000302,land,#2e95a9,21510,,,,,,,,,,1726,1326,1914,1531,1802,1435,1802,1435
AREA000303,land,#91837b,15017,,,,,,,,,,3290,1338,3455,1593,3373,1444,3373,1444
AREA000304,land,#8532bf,164350,,,,,,,,,,4592,1342,5221,1781,4920,1574,4920,1574
AREA000305,land,#c45f89,11656,,,,,,,,,,3494,1363,3606,1573,3546,1478,3546,1478
AREA000306,land,#0fb074,7662,,,,,,,,,,3212,1418,3332,1523,3283,1471,3283,1471
AREA000307,land,#bb0e0d,16621,,,,,,,,,,3000,1439,3208,1626,3084,1520,3084,1520
AREA000308,ocean,#3a099f,148,,,,,,,,,,5592,1445,5612,1459,5602,1452,5602,1452
AREA000309,land,#95cba1,11943,,,,,,,,,,1639,1449,1765,1953,1704,1686,1704,1686
AREA000310,land,#4c70d3,11745,,,,,,,,,,3129,1451,3271,1593,3188,1520,3188,1520
AREA000311,land,#f7d4ed,8026,,,,,,,,,,1835,1475,1965,1604,1901,1536,1901,1536
AREA000312,ocean,#0c44af,177,,,,,,,,,,5387,1491,5430,1523,5406,1506,5406,1506
AREA000313,land,#51ec80,64923,,,,,,,,,,1665,1515,1975,1991,1795,1722,1795,1722
AREA000314,land,#f2f96c,26300,,,,,,,,,,3074,1520,3330,1717,3208,1627,3208,1627
AREA000315,land,#5ee298,288,,,,,,,,,,3298,1577,3318,1601,3308,1589,3308,1589
AREA000316,land,#75fc6c,546,,,,,,,,,,3240,1622,3276,1653,3258,1636,3258,1636
AREA000317,land,#468a1e,3824,,,,,,,,,,1900,1645,1983,1720,1938,1687,1938,1687
AREA000318,ocean,#1a3f7b,110,,,,,,,,,,2000,1648,2023,1672,2012,1660,2012,1660
AREA000319,ocean,#10387e,128,,,,,,,,,,5527,1720,5548,1742,5539,1729,5539,1729
AREA000320,land,#d320e3,2090,,,,,,,,,,5537,1749,5610,1824,5571,1785,5571,1785
AREA000321,land,#9e2386,3533,,,,,,,,,,5426,1809,5544,1903,5486,1862,5486,1862
AREA000322,land,#afd72f,1385,,,,,,,,,,5081,1810,5138,1856,5111,1830,5111,1830
AREA000323,ocean,#0f458e,106,,,,,,,,,,1652,1827,1666,1852,1658,1841,1658,1841
AREA000324,ocean,#1e2f9d,50,,,,,,,,,,1806,1833,1819,1844,1815,1838,1815,1838
AREA000325,land,#aa5174,268,,,,,,,,,,1646,1952,1684,1993,1670,1971,1670,1971
AREA000326,land,#242cfe,446,,,,,,,,,,1669,1981,1728,2024,1701,1996,1701,1996
AREA000327,land,#be6178,455,,,,,,,,,,1712,1995,1743,2037,1731,2012,1731,2012
AREA000328,land,#7e2e89,61,,,,,,,,,,1705,1999,1716,2025,1709,2007,1709,2007
AREA000329,land,#d6dcb5,480,,,,,,,,,,1741,2008,1794,2037,1758,2024,1758,2024
