region_id,region_type,color,pixel_count,parent_id,local_bbox_min_x,local_bbox_min_y,local_bbox_max_x,local_bbox_max_y,local_center_x,local_center_y,local_seed_x,local_seed_y,global_bbox_min_x,global_bbox_min_y,global_bbox_max_x,global_bbox_max_y,global_center_x,global_center_y,global_seed_x,global_seed_y
DST000236,land,#932aae,528,AREA000194,0,0,47,18,26,11,26,11,2632,748,2679,766,2658,759,2658,759
DST000237,land,#1d60c2,1943,AREA000195,0,0,66,73,29,37,29,37,4195,759,4261,832,4224,796,4224,796
DST000238,ocean,#01316a,52,AREA000196,0,0,11,20,6,9,6,9,3600,762,3611,782,3606,771,3606,771
DST000239,land,#2f52cc,154,AREA000197,0,0,12,24,6,13,6,13,3611,764,3623,788,3617,777,3617,777
DST000240,land,#90b978,1204,AREA000198,0,0,71,50,40,31,40,31,3627,768,3698,818,3667,799,3667,799
DST000241,land,#e973d6,919,AREA000199,0,0,43,64,24,37,24,37,2584,775,2627,839,2608,812,2608,812
DST000242,ocean,#1d4a90,609,AREA000200,0,0,28,48,14,23,14,23,4696,778,4724,826,4710,801,4710,801
DST000243,land,#bca68e,24807,AREA000201,0,0,257,232,135,120,135,120,2625,781,2882,1013,2760,901,2760,901
DST000244,land,#7ac6d9,5962,AREA000202,0,0,121,128,63,68,63,68,3631,783,3752,911,3694,851,3694,851
DST000245,land,#2f6fae,244,AREA000203,0,0,18,38,10,18,10,18,4248,803,4266,841,4258,821,4258,821
DST000246,land,#169203,23619,AREA000204,0,0,246,182,144,95,144,95,2819,805,3065,987,2963,900,2963,900
DST000247,land,#f60b19,25087,AREA000205,0,0,164,249,81,126,81,126,3027,807,3191,1056,3108,933,3108,933
DST000248,land,#dec30c,5519,AREA000206,0,0,113,230,69,104,69,104,4416,808,4529,1038,4485,912,4485,912
DST000249,land,#4e9dca,1632,AREA000207,0,0,160,51,86,23,86,23,1494,811,1654,862,1580,834,1580,834
DST000250,land,#95f012,4007,AREA000208,0,0,116,133,55,61,55,61,4385,822,4501,955,4440,883,4440,883
DST000251,land,#eb179f,37174,AREA000209,0,0,261,209,126,95,126,95,3158,828,3419,1037,3284,923,3284,923
DST000252,land,#5d6211,8303,AREA000210,0,0,127,135,58,65,58,65,4343,854,4470,989,4401,919,4401,919
DST000253,ocean,#094eaa,140,AREA000211,0,0,17,19,7,9,7,9,373,857,390,876,380,866,380,866
DST000254,land,#371ee4,545,AREA000212,0,0,35,28,16,13,16,13,4518,860,4553,888,4534,873,4534,873
DST000255,land,#493973,297,AREA000213,0,0,43,28,27,15,27,15,1650,861,1693,889,1677,876,1677,876
DST000256,land,#c92a35,777,AREA000214,0,0,55,34,21,15,21,15,1690,862,1745,896,1711,877,1711,877
DST000257,land,#f79d71,8698,AREA000215,0,0,162,99,76,47,76,47,3484,876,3646,975,3560,923,3560,923
DST000258,land,#911337,1517,AREA000216,0,0,41,78,21,36,21,36,4692,882,4733,960,4713,918,4713,918
DST000259,land,#ec60c3,126,AREA000217,0,0,31,10,15,5,15,5,1590,884,1621,894,1605,889,1605,889
DST000260,land,#5e2d92,110,AREA000218,0,0,23,8,11,4,11,4,1764,884,1787,892,1775,888,1775,888
DST000261,land,#c21501,321,AREA000219,0,0,19,40,8,19,8,19,1419,884,1438,924,1427,903,1427,903
DST000262,land,#c95ce0,2050,AREA000220,0,0,101,87,37,41,37,41,3387,892,3488,979,3424,933,3424,933
DST000263,land,#34bea4,1905,AREA000221,0,0,60,62,29,33,29,33,1372,895,1432,957,1401,928,1401,928
DST000264,land,#b2a238,3403,AREA000222,0,0,92,67,44,36,44,36,2545,913,2637,980,2589,949,2589,949
DST000265,land,#f16ffd,1928,AREA000223,0,0,92,46,41,18,41,18,1418,923,1510,969,1459,941,1459,941
DST000266,land,#8a3559,5009,AREA000224,0,0,123,84,59,43,59,43,2729,938,2852,1022,2788,981,2788,981
DST000267,land,#e228bf,2268,AREA000225,0,0,66,66,38,33,38,33,1446,939,1512,1005,1484,972,1484,972
DST000268,land,#040d60,21728,AREA000226,0,0,231,177,103,96,103,96,3333,942,3564,1119,3436,1038,3436,1038
DST000269,land,#bd7f41,3242,AREA000227,0,0,81,63,39,28,39,28,4419,946,4500,1009,4458,974,4458,974
DST000270,land,#f37d02,287,AREA000228,0,0,37,20,20,11,20,11,1404,947,1441,967,1424,958,1424,958
DST000271,ocean,#191e78,51,AREA000229,0,0,15,20,8,9,8,9,4741,955,4756,975,4749,964,4749,964
DST000272,land,#54a2a7,17313,AREA000230,0,0,186,148,84,66,84,66,2858,957,3044,1105,2942,1023,2942,1023
DST000273,ocean,#0423ad,119,AREA000231,0,0,16,19,9,8,9,8,4702,962,4718,981,4711,970,4711,970
DST000274,land,#2ac7d7,8437,AREA000232,0,0,119,176,65,115,65,115,2950,969,3069,1145,3015,1084,3015,1084
DST000275,land,#4480dc,379,AREA000233,0,0,41,25,22,9,22,9,2560,975,2601,1000,2582,984,2582,984
DST000276,land,#9e14de,4291,AREA000234,0,0,112,84,62,35,62,35,2582,975,2694,1059,2644,1010,2644,1010
DST000277,land,#cbc3fe,304,AREA000235,0,0,25,27,12,15,12,15,3470,974,3495,1001,3482,989,3482,989
DST000278,ocean,#0d2372,146,AREA000236,0,0,20,22,12,10,12,10,4762,977,4782,999,4774,987,4774,987
DST000279,land,#0329dd,21268,AREA000237,0,0,184,260,92,133,92,133,1579,979,1763,1239,1671,1112,1671,1112
DST000280,land,#3d3968,1983,AREA000238,0,0,47,94,24,42,24,42,2828,980,2875,1074,2852,1022,2852,1022
DST000281,land,#a7ad40,11689,AREA000239,0,0,182,134,96,76,96,76,3194,983,3376,1117,3290,1059,3290,1059
DST000282,land,#87a45d,8655,AREA000240,0,0,160,211,73,113,73,113,3458,986,3618,1197,3531,1099,3531,1099
DST000283,ocean,#0a4c95,136,AREA000241,0,0,17,18,8,9,8,9,4726,989,4743,1007,4734,998,4734,998
DST000284,land,#3c7494,16852,AREA000242,0,0,209,171,111,72,111,72,1669,990,1878,1161,1780,1062,1780,1062
DST000285,land,#a4669e,1020,AREA000243,0,0,59,90,22,51,22,51,4355,993,4414,1083,4377,1044,4377,1044
DST000286,land,#e22a38,3025,AREA000244,0,0,98,54,56,27,56,27,3484,994,3582,1048,3540,1021,3540,1021
DST000287,land,#fef3b5,750,AREA000245,0,0,47,43,25,18,25,18,1472,999,1519,1042,1497,1017,1497,1017
DST000288,land,#bc5d1d,4358,AREA000246,0,0,68,99,32,49,32,49,2765,999,2833,1098,2797,1048,2797,1048
DST000289,land,#373617,871,AREA000247,0,0,28,77,16,40,16,40,2815,1000,2843,1077,2831,1040,2831,1040
DST000290,land,#1c1e8f,11505,AREA000248,0,0,200,133,94,68,94,68,3042,1002,3242,1135,3136,1070,3136,1070
DST000291,ocean,#1f467b,152,AREA000249,0,0,17,30,9,15,9,15,4733,1001,4750,1031,4742,1016,4742,1016
DST000292,land,#15b45a,5836,AREA000250,0,0,94,98,46,47,46,47,2682,1007,2776,1105,2728,1054,2728,1054
DST000293,ocean,#0b0a8e,170,AREA000251,0,0,16,23,8,13,8,13,1687,1008,1703,1031,1695,1021,1695,1021
DST000294,land,#7bd3c5,1160,AREA000252,0,0,42,47,22,22,22,22,2609,1017,2651,1064,2631,1039,2631,1039
DST000295,land,#183bd7,1235,AREA000253,0,0,45,63,24,32,24,32,4752,1022,4797,1085,4776,1054,4776,1054
DST000296,land,#fea459,1001,AREA000254,0,0,89,37,44,17,44,17,1517,1023,1606,1060,1561,1040,1561,1040
DST000297,land,#d866e9,1098,AREA000255,0,0,32,58,14,32,14,32,4065,1022,4097,1080,4079,1054,4079,1054
DST000298,land,#b32085,178,AREA000256,0,0,30,26,16,11,16,11,4725,1038,4755,1064,4741,1049,4741,1049
DST000299,land,#df4c72,1601,AREA000257,0,0,63,63,34,31,34,31,2636,1041,2699,1104,2670,1072,2670,1072
DST000300,land,#d66080,3689,AREA000258,0,0,72,111,37,55,37,55,1855,1043,1927,1154,1892,1098,1892,1098
DST000301,land,#20efda,3127,AREA000259,0,0,150,94,79,51,79,51,4533,1065,4683,1159,4612,1116,4612,1116
DST000302,land,#608dc3,2233,AREA000260,0,0,63,82,32,40,32,40,4384,1070,4447,1152,4416,1110,4416,1110
DST000303,land,#16ac80,2540,AREA000261,0,0,63,64,33,28,33,28,1907,1080,1970,1144,1940,1108,1940,1108
DST000304,land,#a47eb8,1399,AREA000262,0,0,45,55,20,28,20,28,1962,1084,2007,1139,1982,1112,1982,1112
DST000305,land,#b80c47,7633,AREA000263,0,0,168,179,98,95,98,95,4308,1085,4476,1264,4406,1180,4406,1180
DST000306,land,#fa2cd8,44397,AREA000264,0,0,296,292,176,128,176,128,3009,1090,3305,1382,3185,1218,3185,1218
DST000307,land,#c2414f,10830,AREA000266,0,0,122,149,61,68,61,68,3347,1096,3469,1245,3408,1164,3408,1164
DST000308,land,#31d855,9598,AREA000267,0,0,157,132,80,71,80,71,4521,1105,4678,1237,4601,1176,4601,1176
DST000309,land,#e18856,3693,AREA000268,0,0,84,87,42,42,42,42,3279,1108,3363,1195,3321,1150,3321,1150
DST000310,land,#0e5a22,6073,AREA000269,0,0,117,135,64,70,64,70,2990,1116,3107,1251,3054,1186,3054,1186
DST000311,land,#1f9ce5,4557,AREA000270,0,0,87,95,45,44,45,44,2955,1138,3042,1233,3000,1182,3000,1182
DST000312,land,#18bf4a,352,AREA000271,0,0,29,18,16,9,16,9,2964,1140,2993,1158,2980,1149,2980,1149
DST000313,land,#7adfb6,458,AREA000272,0,0,83,26,41,14,41,14,4693,1147,4776,1173,4734,1161,4734,1161
DST000314,ocean,#1e317f,90,AREA000273,0,0,19,19,10,10,10,10,4812,1149,4831,1168,4822,1159,4822,1159
DST000315,ocean,#160197,299915,AREA000061,0,1279,609,1955,288,1660,285,1647,3168,1435,3777,2111,3456,1816,3453,1803
DST000316,ocean,#262ca5,261313,AREA000061,256,542,783,1408,544,1033,533,1018,3424,698,3951,1564,3712,1189,3701,1174
DST000317,ocean,#050682,290735,AREA000061,609,1101,1448,1701,1054,1367,1017,1378,3777,1257,4616,1857,4222,1523,4185,1534
DST000318,ocean,#194c94,194520,AREA000061,689,619,1276,1177,972,940,961,935,3857,775,4444,1333,4140,1096,4129,1091
DST000319,ocean,#1f3e8f,250149,AREA000061,473,1414,1145,1955,797,1749,780,1765,3641,1570,4313,2111,3965,1905,3948,1921
DST000320,ocean,#0c1e7c,222051,AREA000061,1201,377,1837,1230,1536,789,1536,789,4369,533,5005,1386,4704,945,4704,945
DST000321,ocean,#0c0670,305870,AREA000061,1119,1257,1833,1955,1483,1719,1484,1702,4287,1413,5001,2111,4651,1875,4652,1858
DST000322,ocean,#0e0c77,428413,AREA000061,1679,0,2463,801,2146,412,2140,422,4847,156,5631,957,5314,568,5308,578
DST000323,ocean,#110868,281655,AREA000061,1935,751,2463,1456,2254,1117,2264,1130,5103,907,5631,1612,5422,1273,5432,1286
DST000324,ocean,#332464,290377,AREA000061,1820,1406,2463,1955,2164,1717,2164,1723,4988,1562,5631,2111,5332,1873,5332,1879
DST000325,ocean,#2c016f,226921,AREA000061,1439,629,2127,1324,1821,999,1830,1013,4607,785,5295,1480,4989,1155,4998,1169
DST000326,land,#54f94c,4392,AREA000274,0,0,87,99,38,44,38,44,1550,1152,1637,1251,1588,1196,1588,1196
DST000327,lake,#2f0dae,896,AREA000275,0,0,39,43,19,21,19,21,3312,1169,3351,1212,3331,1190,3331,1190
DST000328,land,#5a4b63,24642,AREA000276,0,0,196,285,108,141,108,141,1543,1175,1739,1460,1651,1316,1651,1316
DST000329,land,#59eac7,2016,AREA000277,0,0,66,88,28,41,28,41,4676,1174,4742,1262,4704,1215,4704,1215
DST000330,land,#815936,45288,AREA000265,248,280,528,609,369,418,375,411,1906,1372,2186,1701,2027,1510,2033,1503
DST000331,land,#d6b315,32853,AREA000265,146,55,370,358,260,230,262,219,1804,1147,2028,1450,1918,1322,1920,1311
DST000332,land,#563531,31260,AREA000265,399,124,612,393,509,246,517,238,2057,1216,2270,1485,2167,1338,2175,1330
DST000333,land,#244d81,28004,AREA000265,259,13,495,283,374,147,385,152,1917,1105,2153,1375,2032,1239,2043,1244
DST000334,land,#e786fc,35279,AREA000265,0,0,259,271,131,140,129,141,1658,1092,1917,1363,1789,1232,1787,1233
DST000335,land,#5ad68d,566,AREA000278,0,0,42,33,20,16,20,16,2015,1170,2057,1203,2035,1186,2035,1186
DST000336,land,#f51c70,834,AREA000279,0,0,50,31,28,15,28,15,4868,1179,4918,1210,4896,1194,4896,1194
DST000337,land,#eb5770,16798,AREA000280,0,0,168,167,83,85,83,85,3280,1189,3448,1356,3363,1274,3363,1274
DST000338,land,#2cd540,357,AREA000281,0,0,31,26,16,14,16,14,3268,1191,3299,1217,3284,1205,3284,1205
DST000339,land,#cc3ab7,5709,AREA000282,0,0,136,117,92,45,92,45,4887,1197,5023,1314,4979,1242,4979,1242
DST000340,ocean,#2f456f,113,AREA000283,0,0,23,22,12,10,12,10,4463,1198,4486,1220,4475,1208,4475,1208
DST000341,land,#b9ca07,340,AREA000284,0,0,26,32,12,15,12,15,3272,1210,3298,1242,3284,1225,3284,1225
DST000342,land,#f18d95,7150,AREA000285,0,0,151,125,52,62,52,62,5022,1215,5173,1340,5074,1277,5074,1277
DST000343,land,#039cf8,184,AREA000286,0,0,43,15,21,6,21,6,4821,1217,4864,1232,4842,1223,4842,1223
DST000344,ocean,#1b0a6e,103,AREA000287,0,0,19,11,10,5,10,5,4789,1222,4808,1233,4799,1227,4799,1227
DST000345,lake,#26446b,384,AREA000288,0,0,32,76,10,39,10,39,3272,1234,3304,1310,3282,1273,3282,1273
DST000346,ocean,#3337a2,451,AREA000289,0,0,63,31,36,20,36,20,5139,1240,5202,1271,5175,1260,5175,1260
DST000347,land,#fb83bf,56,AREA000290,0,0,14,20,6,9,6,9,3005,1243,3019,1263,3011,1252,3011,1252
DST000348,ocean,#222d66,93,AREA000291,0,0,18,20,9,11,9,11,5239,1260,5257,1280,5248,1271,5248,1271
DST000349,land,#2fe009,24182,AREA000292,0,0,192,190,91,101,91,101,3000,1265,3192,1455,3091,1366,3091,1366
DST000350,land,#e561db,2057,AREA000293,0,0,138,42,68,21,68,21,4469,1266,4607,1308,4537,1287,4537,1287
DST000351,land,#378654,158,AREA000294,0,0,19,16,10,9,10,9,4973,1288,4992,1304,4983,1297,4983,1297
DST000352,ocean,#2f4b80,52,AREA000295,0,0,19,9,10,4,10,4,4608,1300,4627,1309,4618,1304,4618,1304
DST000353,land,#99e36f,14320,AREA000296,0,0,181,152,90,81,90,81,3161,1303,3342,1455,3251,1384,3251,1384
DST000354,land,#509f26,132,AREA000297,0,0,38,9,18,5,18,5,4691,1303,4729,1312,4709,1308,4709,1308
DST000355,ocean,#283891,161,AREA000298,0,0,33,15,14,7,14,7,4774,1304,4807,1319,4788,1311,4788,1311
DST000356,land,#ba3746,85,AREA000299,0,0,22,10,12,5,12,5,4641,1305,4663,1315,4653,1310,4653,1310
DST000357,ocean,#2c1880,163,AREA000300,0,0,24,20,12,10,12,10,4750,1315,4774,1335,4762,1325,4762,1325
DST000358,ocean,#312fad,51,AREA000301,0,0,17,10,8,6,8,6,5316,1318,5333,1328,5324,1324,5324,1324
DST000359,ocean,#30287c,129,AREA000302,0,0,28,14,15,6,15,6,4679,1320,4707,1334,4694,1326,4694,1326
DST000360,lake,#154c78,357,AREA000303,0,0,20,74,9,38,9,38,3347,1322,3367,1396,3356,1360,3356,1360
DST000361,land,#bd40cb,1484,AREA000304,0,0,48,113,23,62,23,62,3329,1323,3377,1436,3352,1385,3352,1385
DST000362,land,#533569,21510,AREA000305,0,0,188,205,77,109,77,109,1726,1326,1914,1531,1803,1435,1803,1435
DST000363,land,#83e00e,15017,AREA000306,0,0,165,255,82,106,82,106,3290,1338,3455,1593,3372,1444,3372,1444
DST000364,land,#c13e76,11656,AREA000308,0,0,112,210,53,113,53,113,3494,1363,3606,1573,3547,1476,3547,1476
DST000365,land,#cd2512,7662,AREA000309,0,0,120,105,71,53,71,53,3212,1418,3332,1523,3283,1471,3283,1471
DST000366,land,#fa0566,16621,AREA000310,0,0,208,187,85,81,85,81,3000,1439,3208,1626,3085,1520,3085,1520
DST000367,ocean,#1439a1,148,AREA000311,0,0,20,14,10,7,10,7,5592,1445,5612,1459,5602,1452,5602,1452
DST000368,land,#134b5c,11943,AREA000312,0,0,126,504,61,258,61,258,1639,1449,1765,1953,1700,1707,1700,1707
DST000369,land,#adb8b1,11745,AREA000313,0,0,142,142,59,70,59,70,3129,1451,3271,1593,3188,1521,3188,1521
DST000370,land,#729f33,8026,AREA000314,0,0,130,129,66,62,66,62,1835,1475,1965,1604,1901,1537,1901,1537
DST000371,ocean,#194067,177,AREA000315,0,0,43,32,20,16,20,16,5387,1491,5430,1523,5407,1507,5407,1507
DST000372,land,#bd79af,26300,AREA000317,0,0,256,197,134,107,134,107,3074,1520,3330,1717,3208,1627,3208,1627
DST000373,land,#d16f59,288,AREA000318,0,0,20,24,11,12,11,12,3298,1577,3318,1601,3309,1589,3309,1589
DST000374,land,#4973f4,546,AREA000319,0,0,36,31,18,14,18,14,3240,1622,3276,1653,3258,1636,3258,1636
DST000375,land,#22d916,3824,AREA000320,0,0,83,75,38,42,38,42,1900,1645,1983,1720,1938,1687,1938,1687
DST000376,land,#934f13,49430,AREA000307,181,0,501,282,337,137,343,140,4773,1342,5093,1624,4929,1479,4935,1482
DST000377,land,#46d003,31490,AREA000307,434,90,629,408,536,249,541,251,5026,1432,5221,1750,5128,1591,5133,1593
DST000378,land,#f99f80,53952,AREA000307,0,70,286,380,137,245,137,244,4592,1412,4878,1722,4729,1587,4729,1586
DST000379,land,#50d390,33371,AREA000307,270,216,572,439,425,335,431,336,4862,1558,5164,1781,5017,1677,5023,1678
DST000380,ocean,#300989,110,AREA000321,0,0,23,24,12,12,12,12,2000,1648,2023,1672,2012,1660,2012,1660
DST000381,land,#33c3f8,33061,AREA000316,0,181,261,476,98,307,107,294,1665,1696,1926,1991,1763,1822,1772,1809
DST000382,land,#24c240,34444,AREA000316,46,0,310,237,161,115,159,103,1711,1515,1975,1752,1826,1630,1824,1618
DST000383,ocean,#2f2ab1,128,AREA000322,0,0,21,22,12,10,12,10,5527,1720,5548,1742,5539,1730,5539,1730
DST000384,land,#4c4d6d,2090,AREA000323,0,0,73,75,34,35,34,35,5537,1749,5610,1824,5571,1784,5571,1784
DST000385,land,#ffcb65,3533,AREA000324,0,0,118,94,60,53,60,53,5426,1809,5544,1903,5486,1862,5486,1862
DST000386,land,#bdd927,1385,AREA000325,0,0,57,46,30,21,30,21,5081,1810,5138,1856,5111,1831,5111,1831
DST000387,ocean,#0b3b84,106,AREA000326,0,0,14,25,7,14,7,14,1652,1827,1666,1852,1659,1841,1659,1841
DST000388,ocean,#1b2699,50,AREA000327,0,0,13,11,8,6,8,6,1806,1833,1819,1844,1814,1839,1814,1839
DST000389,land,#72a767,268,AREA000328,0,0,38,41,17,20,17,20,1646,1952,1684,1993,1663,1972,1663,1972
DST000390,land,#ab9cb6,446,AREA000329,0,0,59,43,26,19,26,19,1669,1981,1728,2024,1695,2000,1695,2000
DST000391,land,#b95065,455,AREA000330,0,0,31,42,16,20,16,20,1712,1995,1743,2037,1728,2015,1728,2015
DST000392,land,#5963a9,61,AREA000331,0,0,11,26,4,13,4,13,1705,1999,1716,2025,1709,2012,1709,2012
DST000393,land,#1c7e0c,480,AREA000332,0,0,53,29,18,18,18,18,1741,2008,1794,2037,1759,2026,1759,2026
